entry_type,pnl_pts,pnl_cash,bars_held,mfe,mae
EARLY_BREAKOUT,-1.5,-300.0,3,2.0,-5.0
EARLY_BREAKOUT,-1.5,-300.0,4,0.0,-5.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,36,19.0,-25.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,8,19.0,-7.0
EARLY_BREAKOUT,5.7,1140.0,8,21.0,-5.0
EARLY_BREAKOUT,-3.9,-780.0,16,6.0,-13.0
EARLY_BREAKOUT,-2.4,-480.0,2,3.0,-8.0
EARLY_BREAKOUT,-4.2,-840.0,12,20.0,-14.0
EARLY_BREAKOUT,2.1,420.0,11,9.0,-5.0
EARLY_BREAKOUT,2.1,420.0,15,8.0,-7.0
CONFIRMED_BREAKOUT,11.0,2200.0,8,13.0,-11.0
EARLY_BREAKOUT,2.6999999999999997,540.0,18,9.0,-5.0
CONFIRMED_BREAKOUT,31.0,6200.0,20,34.0,-11.0
EARLY_BREAKOUT,11.7,2340.0,16,40.0,-16.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,41,22.0,-17.0
EARLY_BREAKOUT,4.8,960.0,30,19.0,-9.0
EARLY_BREAKOUT,-2.1,-420.0,10,5.0,-9.0
EARLY_BREAKOUT,-3.0,-600.0,65,10.0,-10.0
EARLY_BREAKOUT,4.5,900.0,6,18.0,-8.0
EARLY_BREAKOUT,-3.9,-780.0,28,12.0,-13.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,3,3.0,-12.0
EARLY_BREAKOUT,3.3,660.0,23,12.0,-6.0
EARLY_BREAKOUT,4.2,840.0,6,14.0,-6.0
EARLY_BREAKOUT,-0.6,-120.0,2,0.0,-3.0
EARLY_BREAKOUT,-3.0,-600.0,18,7.0,-10.0
EARLY_BREAKOUT,-14.7,-2940.0,20,8.0,-53.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,2,3.0,-31.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,9,3.0,-7.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,7,2.0,-6.0
EARLY_BREAKOUT,6.3,1260.0,36,23.0,-9.0
EARLY_BREAKOUT,3.0,600.0,7,10.0,-4.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,20,8.0,-6.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,7,5.0,-26.0
EARLY_BREAKOUT,-7.5,-1500.0,12,14.0,-30.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,2,1.0,-32.0
EARLY_BREAKOUT,-4.8,-960.0,11,8.0,-21.0
CONFIRMED_BREAKOUT,29.0,5800.0,8,37.0,-16.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,5,3.0,-26.0
CONFIRMED_BREAKOUT,14.0,2800.0,2,17.0,-27.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,5,0.0,-13.0
EARLY_BREAKOUT,-2.1,-420.0,2,2.0,-8.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,3,13.0,-7.0
EARLY_BREAKOUT,5.1,1019.9999999999999,28,17.0,-6.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,2,9.0,-13.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,2,1.0,-20.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,4,7.0,-30.0
EARLY_BREAKOUT,-8.7,-1739.9999999999998,6,5.0,-30.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,7,7.0,-19.0
EARLY_BREAKOUT,7.8,1560.0,9,27.0,-8.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,9,0.0,-7.0
EARLY_BREAKOUT,-2.1,-420.0,9,4.0,-8.0
EARLY_BREAKOUT,-3.0,-600.0,11,7.0,-10.0
EARLY_BREAKOUT,-1.2,-240.0,4,4.0,-6.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,6,1.0,-9.0
CONFIRMED_BREAKOUT,15.0,3000.0,7,19.0,-16.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,23,10.0,-14.0
EARLY_BREAKOUT,-2.4,-480.0,2,1.0,-8.0
EARLY_BREAKOUT,3.3,660.0,56,12.0,-6.0
EARLY_BREAKOUT,-2.1,-420.0,3,0.0,-8.0
CONFIRMED_BREAKOUT,9.0,1800.0,3,10.0,-11.0
EARLY_BREAKOUT,2.4,480.0,5,8.0,-7.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,5,17.0,-17.0
EARLY_BREAKOUT,-4.8,-960.0,4,7.0,-24.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,19,19.0,-23.0
EARLY_BREAKOUT,9.6,1920.0,32,33.0,-8.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,24,9.0,-9.0
EARLY_BREAKOUT,5.1,1019.9999999999999,8,18.0,-9.0
CONFIRMED_BREAKOUT,24.0,4800.0,34,25.0,-6.0
EARLY_BREAKOUT,2.1,420.0,10,8.0,-5.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,9,4.0,-6.0
EARLY_BREAKOUT,-3.0,-600.0,13,7.0,-10.0
EARLY_BREAKOUT,-1.5,-300.0,2,0.0,-5.0
EARLY_BREAKOUT,2.1,420.0,6,8.0,-4.0
EARLY_BREAKOUT,-10.799999999999999,-2160.0,20,5.0,-39.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,25,23.0,-7.0
EARLY_BREAKOUT,-7.8,-1560.0,8,7.0,-28.0
EARLY_BREAKOUT,-3.3,-660.0,24,9.0,-12.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,10,3.0,-10.0
EARLY_BREAKOUT,-0.8999999999999999,-179.99999999999997,1,1.0,-5.0
CONFIRMED_BREAKOUT,16.0,3200.0,2,25.0,-27.0
EARLY_BREAKOUT,6.0,1200.0,12,20.0,-7.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,7,3.0,-13.0
CONFIRMED_BREAKOUT,23.0,4600.0,31,26.0,-10.0
CONFIRMED_BREAKOUT,22.0,4400.0,28,24.0,-8.0
EARLY_BREAKOUT,-3.0,-600.0,9,4.0,-10.0
CONFIRMED_BREAKOUT,10.0,2000.0,28,10.0,-8.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,1,3.0,-20.0
EARLY_BREAKOUT,12.0,2400.0,20,42.0,-27.0
EARLY_BREAKOUT,12.9,2580.0,20,44.0,-12.0
EARLY_BREAKOUT,4.5,900.0,8,17.0,-6.0
CONFIRMED_BREAKOUT,14.0,2800.0,14,15.0,-9.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,4,2.0,-8.0
EARLY_BREAKOUT,-3.9,-780.0,1,6.0,-21.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,14,7.0,-10.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,10,6.0,-20.0
EARLY_BREAKOUT,-3.0,-600.0,7,2.0,-10.0
EARLY_BREAKOUT,3.3,660.0,4,12.0,-7.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,3,1.0,-13.0
EARLY_BREAKOUT,2.1,420.0,6,8.0,-4.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,9,2.0,-23.0
CONFIRMED_BREAKOUT,30.0,6000.0,31,34.0,-19.0
CONFIRMED_BREAKOUT,24.0,4800.0,7,25.0,-14.0
EARLY_BREAKOUT,-2.4,-480.0,34,14.0,-10.0
CONFIRMED_BREAKOUT,16.0,3200.0,1,18.0,-9.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,52,15.0,-11.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,34,13.0,-4.0
EARLY_BREAKOUT,2.6999999999999997,540.0,11,9.0,-5.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,1,1.0,-7.0
EARLY_BREAKOUT,-3.3,-660.0,8,1.0,-11.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,18,9.0,-19.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,5,0.0,-7.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,6,3.0,-13.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,4,0.0,-26.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,92,28.0,-21.0
EARLY_BREAKOUT,-3.9,-780.0,2,3.0,-14.0
EARLY_BREAKOUT,5.7,1140.0,36,20.0,-11.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,7,1.0,-9.0
EARLY_BREAKOUT,-1.5,-300.0,1,1.0,-5.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,4,1.0,-12.0
EARLY_BREAKOUT,2.6999999999999997,540.0,5,9.0,-5.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,19,22.0,-29.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,20,8.0,-20.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,3,2.0,-10.0
EARLY_BREAKOUT,-0.8999999999999999,-179.99999999999997,3,0.0,-4.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,35,21.0,-8.0
EARLY_BREAKOUT,4.8,960.0,145,18.0,-9.0
EARLY_BREAKOUT,-1.2,-240.0,5,0.0,-5.0
CONFIRMED_BREAKOUT,15.0,3000.0,4,17.0,-18.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,11,11.0,-21.0
CONFIRMED_BREAKOUT,-21.0,-4200.0,10,6.0,-21.0
EARLY_BREAKOUT,-1.5,-300.0,12,5.0,-5.0
EARLY_BREAKOUT,-0.8999999999999999,-179.99999999999997,16,4.0,-4.0
EARLY_BREAKOUT,-1.2,-240.0,6,3.0,-4.0
EARLY_BREAKOUT,-2.4,-480.0,10,7.0,-10.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,11,2.0,-11.0
EARLY_BREAKOUT,-3.3,-660.0,10,6.0,-12.0
EARLY_BREAKOUT,3.9,780.0,37,13.0,-9.0
EARLY_BREAKOUT,-1.2,-240.0,15,6.0,-5.0
EARLY_BREAKOUT,-1.2,-240.0,1,0.0,-5.0
CONFIRMED_BREAKOUT,42.0,8400.0,29,43.0,-15.0
EARLY_BREAKOUT,-3.0,-600.0,3,5.0,-16.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,17,10.0,-21.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,5,5.0,-11.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,7,3.0,-13.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,3,7.0,-28.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,13,15.0,-28.0
EARLY_BREAKOUT,8.4,1680.0,15,29.0,-12.0
EARLY_BREAKOUT,-3.9,-780.0,16,7.0,-16.0
EARLY_BREAKOUT,-4.5,-900.0,15,12.0,-17.0
EARLY_BREAKOUT,6.3,1260.0,93,27.0,-13.0
EARLY_BREAKOUT,-2.4,-480.0,10,2.0,-8.0
EARLY_BREAKOUT,-1.2,-240.0,3,0.0,-6.0
EARLY_BREAKOUT,4.2,840.0,11,14.0,-6.0
EARLY_BREAKOUT,-1.2,-240.0,6,4.0,-4.0
EARLY_BREAKOUT,-4.5,-900.0,4,8.0,-17.0
EARLY_BREAKOUT,-2.1,-420.0,19,2.0,-10.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,3,9.0,-16.0
EARLY_BREAKOUT,13.799999999999999,2760.0,15,47.0,-18.0
CONFIRMED_BREAKOUT,-32.0,-6400.0,2,1.0,-32.0
EARLY_BREAKOUT,6.3,1260.0,8,22.0,-5.0
EARLY_BREAKOUT,5.7,1140.0,134,20.0,-8.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,3,2.0,-7.0
EARLY_BREAKOUT,-2.1,-420.0,18,5.0,-7.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,2,7.0,-16.0
CONFIRMED_BREAKOUT,19.0,3800.0,32,22.0,-7.0
EARLY_BREAKOUT,-2.4,-480.0,8,4.0,-9.0
EARLY_BREAKOUT,-1.2,-240.0,22,6.0,-6.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,4,13.0,-11.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,11,11.0,-22.0
EARLY_BREAKOUT,-4.8,-960.0,23,17.0,-16.0
EARLY_BREAKOUT,5.3999999999999995,1080.0,22,19.0,-7.0
EARLY_BREAKOUT,-2.4,-480.0,16,14.0,-9.0
EARLY_BREAKOUT,-1.2,-240.0,1,0.0,-6.0
EARLY_BREAKOUT,-0.8999999999999999,-179.99999999999997,1,1.0,-6.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,2,0.0,-7.0
EARLY_BREAKOUT,-1.5,-300.0,18,4.0,-6.0
EARLY_BREAKOUT,-3.0,-600.0,21,12.0,-12.0
EARLY_BREAKOUT,-1.2,-240.0,2,0.0,-4.0
CONFIRMED_BREAKOUT,28.0,5600.0,36,29.0,-10.0
EARLY_BREAKOUT,-2.4,-480.0,17,2.0,-8.0
EARLY_BREAKOUT,-2.4,-480.0,1,4.0,-12.0
EARLY_BREAKOUT,7.8,1560.0,20,27.0,-10.0
EARLY_BREAKOUT,-3.3,-660.0,10,9.0,-15.0
EARLY_BREAKOUT,-1.5,-300.0,1,0.0,-5.0
EARLY_BREAKOUT,3.9,780.0,1,19.0,-8.0
CONFIRMED_BREAKOUT,40.0,8000.0,6,42.0,-21.0
EARLY_BREAKOUT,6.6,1320.0,6,22.0,-8.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,2,4.0,-14.0
CONFIRMED_BREAKOUT,20.0,4000.0,7,22.0,-25.0
EARLY_BREAKOUT,-8.4,-1680.0,58,32.0,-32.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,30,13.0,-21.0
EARLY_BREAKOUT,-4.5,-900.0,6,3.0,-15.0
EARLY_BREAKOUT,3.9,780.0,5,14.0,-4.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,1,1.0,-8.0
EARLY_BREAKOUT,-1.5,-300.0,23,6.0,-5.0
EARLY_BREAKOUT,-2.4,-480.0,1,1.0,-9.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,13,3.0,-9.0
CONFIRMED_BREAKOUT,23.0,4600.0,17,23.0,-33.0
EARLY_BREAKOUT,14.1,2820.0,93,48.0,-25.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,6,3.0,-15.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,9,3.0,-18.0
EARLY_BREAKOUT,-3.9,-780.0,20,5.0,-13.0
CONFIRMED_BREAKOUT,27.0,5400.0,243,29.0,-13.0
EARLY_BREAKOUT,-1.5,-300.0,16,1.0,-6.0
EARLY_BREAKOUT,7.199999999999999,1439.9999999999998,24,25.0,-11.0
EARLY_BREAKOUT,-1.2,-240.0,16,4.0,-5.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,8,11.0,-11.0
EARLY_BREAKOUT,-4.2,-840.0,2,3.0,-17.0
EARLY_BREAKOUT,-5.7,-1140.0,6,4.0,-19.0
EARLY_BREAKOUT,-2.4,-480.0,10,6.0,-9.0
CONFIRMED_BREAKOUT,-4.0,-800.0,2,1.0,-10.0
EARLY_BREAKOUT,2.6999999999999997,540.0,9,9.0,-7.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,14,13.0,-26.0
EARLY_BREAKOUT,-4.8,-960.0,14,14.0,-22.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,5,7.0,-28.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,5,6.0,-24.0
CONFIRMED_BREAKOUT,31.0,6200.0,55,31.0,-14.0
EARLY_BREAKOUT,-3.0,-600.0,12,14.0,-10.0
EARLY_BREAKOUT,3.0,600.0,51,10.0,-5.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,21,5.0,-9.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,4,0.0,-18.0
EARLY_BREAKOUT,-7.5,-1500.0,4,3.0,-26.0
EARLY_BREAKOUT,3.3,660.0,12,13.0,-5.0
CONFIRMED_BREAKOUT,-5.0,-1000.0,10,7.0,-10.0
EARLY_BREAKOUT,3.5999999999999996,719.9999999999999,30,13.0,-7.0
EARLY_BREAKOUT,4.8,960.0,2,18.0,-6.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,11,7.0,-10.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,11,6.0,-12.0
EARLY_BREAKOUT,-2.4,-480.0,6,6.0,-9.0
CONFIRMED_BREAKOUT,30.0,6000.0,10,31.0,-27.0
CONFIRMED_BREAKOUT,-34.0,-6800.0,11,10.0,-35.0
CONFIRMED_BREAKOUT,-24.0,-4800.0,3,0.0,-30.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,7,5.0,-20.0
CONFIRMED_BREAKOUT,-25.0,-5000.0,3,6.0,-27.0
EARLY_BREAKOUT,10.2,2039.9999999999998,46,34.0,-8.0
CONFIRMED_BREAKOUT,29.0,5800.0,18,30.0,-13.0
EARLY_BREAKOUT,-4.8,-960.0,3,2.0,-16.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,15,24.0,-7.0
CONFIRMED_BREAKOUT,19.0,3800.0,40,24.0,-11.0
CONFIRMED_BREAKOUT,18.0,3600.0,18,20.0,-8.0
EARLY_BREAKOUT,-2.4,-480.0,5,6.0,-9.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,4,8.0,-18.0
EARLY_BREAKOUT,-7.8,-1560.0,8,11.0,-28.0
EARLY_BREAKOUT,-6.6,-1320.0,11,20.0,-23.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,15,20.0,-30.0
CONFIRMED_BREAKOUT,27.0,5400.0,7,28.0,-12.0
CONFIRMED_BREAKOUT,29.0,5800.0,20,36.0,-10.0
CONFIRMED_BREAKOUT,16.0,3200.0,21,20.0,-8.0
EARLY_BREAKOUT,-6.0,-1200.0,3,7.0,-22.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,8,2.0,-13.0
EARLY_BREAKOUT,2.6999999999999997,540.0,6,13.0,-6.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,20,8.0,-10.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,28,10.0,-10.0
EARLY_BREAKOUT,-1.2,-240.0,30,10.0,-4.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,24,26.0,-29.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,6,12.0,-15.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,29,24.0,-11.0
EARLY_BREAKOUT,-4.5,-900.0,14,10.0,-15.0
EARLY_BREAKOUT,3.0,600.0,4,12.0,-5.0
EARLY_BREAKOUT,-2.4,-480.0,28,7.0,-11.0
EARLY_BREAKOUT,3.3,660.0,8,14.0,-4.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,1,8.0,-28.0
CONFIRMED_BREAKOUT,46.0,9200.0,6,50.0,-17.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,49,26.0,-29.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,14,18.0,-20.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,8,7.0,-15.0
CONFIRMED_BREAKOUT,25.0,5000.0,54,29.0,-16.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,4,9.0,-13.0
CONFIRMED_BREAKOUT,14.0,2800.0,4,16.0,-7.0
EARLY_BREAKOUT,-3.0,-600.0,79,15.0,-15.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,4,0.0,-12.0
EARLY_BREAKOUT,3.9,780.0,9,13.0,-4.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,3,0.0,-9.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,1,10.0,-15.0
CONFIRMED_BREAKOUT,-19.0,-3800.0,21,20.0,-19.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,13,6.0,-19.0
CONFIRMED_BREAKOUT,24.0,4800.0,11,25.0,-21.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,53,19.0,-19.0
EARLY_BREAKOUT,-1.2,-240.0,11,5.0,-4.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,3,2.0,-74.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,53,29.0,-19.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,14,8.0,-15.0
CONFIRMED_BREAKOUT,-9.0,-1800.0,3,3.0,-26.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,9,5.0,-24.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,3,0.0,-12.0
EARLY_BREAKOUT,-2.4,-480.0,5,4.0,-8.0
CONFIRMED_BREAKOUT,11.0,2200.0,4,12.0,-11.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,6,3.0,-16.0
CONFIRMED_BREAKOUT,-15.0,-3000.0,19,13.0,-17.0
EARLY_BREAKOUT,-3.0,-600.0,24,9.0,-12.0
EARLY_BREAKOUT,-2.1,-420.0,11,5.0,-8.0
CONFIRMED_BREAKOUT,18.0,3600.0,15,20.0,-13.0
CONFIRMED_BREAKOUT,16.0,3200.0,4,20.0,-10.0
CONFIRMED_BREAKOUT,-23.0,-4600.0,7,3.0,-23.0
CONFIRMED_BREAKOUT,29.0,5800.0,28,30.0,-12.0
EARLY_BREAKOUT,-3.9,-780.0,10,6.0,-14.0
EARLY_BREAKOUT,-3.0,-600.0,3,2.0,-10.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,4,0.0,-13.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,10,8.0,-17.0
CONFIRMED_BREAKOUT,-28.0,-5600.0,3,2.0,-30.0
EARLY_BREAKOUT,-5.7,-1140.0,5,2.0,-21.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,7,10.0,-19.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,8,2.0,-13.0
EARLY_BREAKOUT,-3.0,-600.0,35,6.0,-11.0
EARLY_BREAKOUT,-5.7,-1140.0,5,9.0,-20.0
CONFIRMED_BREAKOUT,42.0,8400.0,13,45.0,-16.0
EARLY_BREAKOUT,-4.2,-840.0,5,6.0,-17.0
EARLY_BREAKOUT,-3.9,-780.0,10,15.0,-15.0
CONFIRMED_BREAKOUT,11.0,2200.0,4,15.0,-10.0
EARLY_BREAKOUT,-2.4,-480.0,12,4.0,-8.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,15,23.0,-10.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,19,9.0,-18.0
EARLY_BREAKOUT,-3.9,-780.0,32,15.0,-17.0
EARLY_BREAKOUT,-18.3,-3660.0,1,2.0,-70.0
CONFIRMED_BREAKOUT,49.0,9800.0,21,51.0,-18.0
CONFIRMED_BREAKOUT,35.0,7000.0,5,37.0,-11.0
EARLY_BREAKOUT,11.7,2340.0,7,39.0,-17.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,37,11.0,-20.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,13,11.0,-17.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,62,11.0,-8.0
EARLY_BREAKOUT,-1.2,-240.0,3,1.0,-7.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,13,9.0,-10.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,21,6.0,-9.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,1,3.0,-10.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,13,14.0,-12.0
CONFIRMED_BREAKOUT,-26.0,-5200.0,9,7.0,-26.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,9,3.0,-20.0
EARLY_BREAKOUT,-5.7,-1140.0,4,1.0,-21.0
CONFIRMED_BREAKOUT,-18.0,-3600.0,6,10.0,-19.0
EARLY_BREAKOUT,6.8999999999999995,1380.0,8,23.0,-9.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,18,13.0,-19.0
EARLY_BREAKOUT,-2.1,-420.0,2,1.0,-7.0
EARLY_BREAKOUT,2.4,480.0,4,9.0,-4.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,1,0.0,-11.0
CONFIRMED_BREAKOUT,26.0,5200.0,6,28.0,-16.0
EARLY_BREAKOUT,-7.199999999999999,-1439.9999999999998,44,16.0,-24.0
EARLY_BREAKOUT,3.3,660.0,16,13.0,-5.0
EARLY_BREAKOUT,-2.1,-420.0,7,7.0,-10.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,11,12.0,-12.0
CONFIRMED_BREAKOUT,-14.0,-2800.0,3,7.0,-18.0
CONFIRMED_BREAKOUT,13.0,2600.0,9,13.0,-10.0
EARLY_BREAKOUT,-1.7999999999999998,-359.99999999999994,5,4.0,-6.0
CONFIRMED_BREAKOUT,-6.0,-1200.0,2,4.0,-10.0
EARLY_BREAKOUT,3.0,600.0,18,10.0,-5.0
EARLY_BREAKOUT,-2.1,-420.0,13,10.0,-7.0
CONFIRMED_BREAKOUT,-7.0,-1400.0,6,11.0,-9.0
CONFIRMED_BREAKOUT,20.0,4000.0,13,22.0,-9.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,4,5.0,-11.0
EARLY_BREAKOUT,6.6,1320.0,165,22.0,-8.0
EARLY_BREAKOUT,-2.4,-480.0,11,3.0,-8.0
CONFIRMED_BREAKOUT,-10.0,-2000.0,5,7.0,-11.0
EARLY_BREAKOUT,10.5,2100.0,6,35.0,-18.0
EARLY_BREAKOUT,-6.3,-1260.0,36,42.0,-30.0
CONFIRMED_BREAKOUT,29.0,5800.0,8,30.0,-14.0
CONFIRMED_BREAKOUT,-13.0,-2600.0,2,0.0,-16.0
EARLY_BREAKOUT,-3.0,-600.0,6,1.0,-11.0
EARLY_BREAKOUT,4.5,900.0,8,16.0,-8.0
CONFIRMED_BREAKOUT,27.0,5400.0,59,29.0,-16.0
EARLY_BREAKOUT,4.8,960.0,33,18.0,-9.0
CONFIRMED_BREAKOUT,-5.0,-1000.0,9,2.0,-8.0
CONFIRMED_BREAKOUT,30.0,6000.0,3,32.0,-30.0
CONFIRMED_BREAKOUT,30.0,6000.0,17,30.0,-14.0
CONFIRMED_BREAKOUT,-22.0,-4400.0,20,24.0,-24.0
CONFIRMED_BREAKOUT,-17.0,-3400.0,7,9.0,-21.0
EARLY_BREAKOUT,5.1,1019.9999999999999,4,17.0,-9.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,7,3.0,-12.0
EARLY_BREAKOUT,-1.2,-240.0,8,3.0,-6.0
EARLY_BREAKOUT,7.5,1500.0,1,27.0,-10.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,7,6.0,-15.0
EARLY_BREAKOUT,-3.5999999999999996,-719.9999999999999,2,1.0,-16.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,2,1.0,-12.0
EARLY_BREAKOUT,-2.1,-420.0,3,3.0,-9.0
CONFIRMED_BREAKOUT,11.0,2200.0,8,13.0,-13.0
CONFIRMED_BREAKOUT,-20.0,-4000.0,2,5.0,-23.0
CONFIRMED_BREAKOUT,31.0,6200.0,27,31.0,-15.0
CONFIRMED_BREAKOUT,-16.0,-3200.0,6,3.0,-19.0
CONFIRMED_BREAKOUT,-12.0,-2400.0,31,11.0,-13.0
EARLY_BREAKOUT,-2.6999999999999997,-540.0,2,1.0,-9.0
EARLY_BREAKOUT,4.5,900.0,14,16.0,-10.0
CONFIRMED_BREAKOUT,-11.0,-2200.0,1,3.0,-14.0
CONFIRMED_BREAKOUT,15.0,3000.0,17,18.0,-23.0
CONFIRMED_BREAKOUT,-29.0,-5800.0,10,18.0,-30.0
EARLY_BREAKOUT,-5.1,-1019.9999999999999,53,19.0,-18.0
CONFIRMED_BREAKOUT,-8.0,-1600.0,1,1.0,-15.0
EARLY_BREAKOUT,-3.0,-600.0,9,5.0,-10.0
